x, y
3533.823637162954, 0.9569465092994325
3641.765276963658, 0.07952304378166808
3750.654857854631, 0.5538699596468339
3833.105125293083, 0.6057829424436421
3948.6921160609613, 0.5733790466943778
4053.872362250879, 0.5276252313480383
4151.901835433763, 0.5777481112897842
4259.472541764361, 0.7245365454048969
4339.820852872215, 0.7805151855335415
4445.619321512309, 0.663582026153706
4552.633627637749, 0.8587032373555021
4657.916910902696, 0.9356169786704693
4739.996244871043, 0.7437725659152279
4839.591881594373, 0.8103401195424618
4960.371940943728, 0.7718377377954428
5060.111829572098, 0.8110379562486725
5159.274710580305, 0.9112837161321641
5254.996153282532, 1.0455414302618404
5349.810869724502, 0.7069085833914863
5453.321915298945, 0.9919900482417547
5542.964170574443, 0.9849509997269335
5656.593456916764, 0.8934433690342547
5751.2433140386875, 0.9816438605540216
5850.447409876905, 0.9572195758366455
5947.549549384526, 0.9311568918959918
6062.744999267292, 1.0663855092690917
6144.886155480656, 1.0617433781364727
6260.720435228605, 0.9521830152613853
6352.464646834701, 0.9924451591371097
6455.254432883939, 1.0461482447889803
6554.458528722157, 0.9581601383537122
6645.110547332943, 1.1480627446221061
6756.040262309496, 1.1396887041475772
6852.27689038687, 0.9790345580873205
6950.368185814772, 1.0538547892836552
7056.4963730949585, 0.8577019933857215
7152.300245457211, 1.3668800631087108
7259.870951787808, 1.1894171546466823
7353.140112104338, 1.101429048211414
7454.734668083236, 0.9395309323705208
7562.305374413834, 1.0361964865438877
7673.502985785463, 1.1078006007463816
7749.5855619871045, 1.0041566795109076
7839.269032092614, 1.3787736278406504
7960.914602872215, 1.1754300797961101
8056.533008499414, 0.960951485178555
8158.168779308324, 1.3565945568736915
8240.062646541617, 1.1477289966321793
8356.700615474794, 0.9793379653508905
8442.77778795428, 1.0849540337995691
8557.993845252051, 1.0015777177705631
8660.78363130129, 1.0232106556630964
8751.270790592029, 1.5089353439121331
8858.841496922627, 1.1727904366030524
8954.501117379836, 1.0393215813586578
9050.861389947246, 0.8507843077763282
9147.386521834702, 1.2889043963712492
9251.392145369286, 1.3036499893807458
9357.850051289566, 1.366303589307928
9447.492306565066, 1.1708486301162049
